# Index 	 Time 	 Data
4.132800000000000000e+04 4.354281504516128334e+05 1.074300000000000000e+04
4.132900000000000000e+04 4.354440464516129578e+05 1.126200000000000000e+04
4.133000000000000000e+04 4.354591504516129498e+05 1.016400000000000000e+04
4.133100000000000000e+04 4.354750464516129578e+05 1.055100000000000000e+04
4.133200000000000000e+04 4.354901504516129498e+05 1.029600000000000000e+04
4.133300000000000000e+04 4.355060464516129578e+05 1.077800000000000000e+04
4.133400000000000000e+04 4.355211504516128334e+05 1.121300000000000000e+04
4.133500000000000000e+04 4.355370464516129578e+05 1.199100000000000000e+04
4.133600000000000000e+04 4.355521504516129498e+05 1.112400000000000000e+04
4.133700000000000000e+04 4.355680464516129578e+05 1.215500000000000000e+04
4.133800000000000000e+04 4.355831504516129498e+05 1.183700000000000000e+04
4.133900000000000000e+04 4.355990464516129578e+05 1.158600000000000000e+04
4.134000000000000000e+04 4.356141504516128334e+05 1.172000000000000000e+04
4.134100000000000000e+04 4.356300464516129578e+05 1.178800000000000000e+04
4.134200000000000000e+04 4.356451504516129498e+05 1.088100000000000000e+04
4.134300000000000000e+04 4.356610464516129578e+05 1.023400000000000000e+04
4.134400000000000000e+04 4.356761504516129498e+05 9.275000000000000000e+03
4.134500000000000000e+04 4.356920464516129578e+05 9.568000000000000000e+03
4.134600000000000000e+04 4.357071504516129498e+05 1.101100000000000000e+04
4.134700000000000000e+04 4.357230464516128413e+05 1.154500000000000000e+04
4.134800000000000000e+04 4.357381504516129498e+05 1.068100000000000000e+04
4.134900000000000000e+04 4.357540464516129578e+05 1.100600000000000000e+04
4.135000000000000000e+04 4.357691504516129498e+05 1.094600000000000000e+04
4.135100000000000000e+04 4.357850464516129578e+05 1.023300000000000000e+04
4.135200000000000000e+04 4.358001504516129498e+05 1.121400000000000000e+04
4.135300000000000000e+04 4.358160464516128413e+05 1.159900000000000000e+04
4.135400000000000000e+04 4.358311504516129498e+05 1.166000000000000000e+04
4.135500000000000000e+04 4.358470464516129578e+05 1.226700000000000000e+04
4.135600000000000000e+04 4.358621504516129498e+05 1.227500000000000000e+04
4.135700000000000000e+04 4.358780464516129578e+05 1.453900000000000000e+04
4.135800000000000000e+04 4.358931504516129498e+05 1.277600000000000000e+04
4.135900000000000000e+04 4.359090464516128413e+05 1.369800000000000000e+04
4.136000000000000000e+04 4.359241504516129498e+05 1.393600000000000000e+04
4.136100000000000000e+04 4.359400464516129578e+05 1.228200000000000000e+04
4.136200000000000000e+04 4.359551504516129498e+05 1.016200000000000000e+04
4.136300000000000000e+04 4.359710464516129578e+05 1.035200000000000000e+04
4.136400000000000000e+04 4.359861504516129498e+05 1.042500000000000000e+04
4.136500000000000000e+04 4.360020464516128413e+05 1.167900000000000000e+04
