# Index 	 Time 	 Data
1.427000000000000000e+03 2.449780000000000655e+04 3.252000000000000000e+03
1.428000000000000000e+03 2.454480000000000291e+04 1.866000000000000000e+03
1.429000000000000000e+03 2.459179999999999563e+04 2.057000000000000000e+03
1.430000000000000000e+03 2.463879999999999927e+04 2.148000000000000000e+03
1.431000000000000000e+03 2.468584851612903003e+04 1.742000000000000000e+03
1.432000000000000000e+03 2.473242374193548312e+04 1.686000000000000000e+03
1.433000000000000000e+03 2.477872722580644768e+04 1.635000000000000000e+03
1.434000000000000000e+03 2.482579999999999927e+04 1.713000000000000000e+03
1.435000000000000000e+03 2.487280000000000655e+04 1.872000000000000000e+03
1.436000000000000000e+03 2.491980000000000291e+04 1.646000000000000000e+03
1.437000000000000000e+03 2.496679999999999563e+04 1.656000000000000000e+03
1.438000000000000000e+03 2.501379999999999927e+04 1.512000000000000000e+03
1.439000000000000000e+03 2.506079999999999927e+04 1.605000000000000000e+03
1.440000000000000000e+03 2.510784851612903003e+04 1.848000000000000000e+03
1.441000000000000000e+03 2.515442374193548312e+04 1.468000000000000000e+03
1.442000000000000000e+03 2.520072722580644768e+04 1.804000000000000000e+03
1.443000000000000000e+03 2.524780000000000655e+04 1.767000000000000000e+03
1.444000000000000000e+03 2.529480000000000291e+04 1.422000000000000000e+03
1.445000000000000000e+03 2.534179999999999563e+04 1.530000000000000000e+03
1.446000000000000000e+03 2.538879999999999927e+04 1.731000000000000000e+03
1.447000000000000000e+03 2.543579999999999927e+04 2.423000000000000000e+03
1.448000000000000000e+03 2.548279999999999927e+04 7.074000000000000000e+03
1.449000000000000000e+03 2.552984851612903003e+04 1.167800000000000000e+04
1.450000000000000000e+03 2.557642374193548312e+04 1.562900000000000000e+04
1.451000000000000000e+03 2.562272722580644768e+04 1.806000000000000000e+04
1.452000000000000000e+03 2.566980000000000655e+04 1.610900000000000000e+04
1.453000000000000000e+03 2.571680000000000291e+04 2.789400000000000000e+04
1.454000000000000000e+03 2.576379999999999563e+04 4.241500000000000000e+04
1.455000000000000000e+03 2.581075250526315722e+04 5.198800000000000000e+04
1.456000000000000000e+03 2.585817574736841925e+04 5.809800000000000000e+04
1.457000000000000000e+03 2.590587124210525872e+04 6.509700000000000000e+04
