# Index 	 Time 	 Data
2.129000000000000000e+03 3.518100000000000000e+04 7.548000000000000000e+03
2.130000000000000000e+03 3.518700000000000000e+04 7.415000000000000000e+03
2.131000000000000000e+03 3.519300000000000000e+04 7.211000000000000000e+03
2.132000000000000000e+03 3.519900000000000000e+04 5.567000000000000000e+03
2.133000000000000000e+03 3.520500000000000000e+04 5.386000000000000000e+03
2.134000000000000000e+03 3.521100000000000000e+04 6.018000000000000000e+03
2.135000000000000000e+03 3.521700000000000000e+04 5.324000000000000000e+03
2.136000000000000000e+03 3.522300000000000000e+04 4.662000000000000000e+03
2.137000000000000000e+03 3.522900000000000000e+04 7.111000000000000000e+03
2.138000000000000000e+03 3.523500000000000000e+04 8.801000000000000000e+03
2.139000000000000000e+03 3.524100000000000000e+04 8.257000000000000000e+03
2.140000000000000000e+03 3.524700000000000000e+04 1.002500000000000000e+04
2.141000000000000000e+03 3.525300000000000000e+04 5.789000000000000000e+03
2.142000000000000000e+03 3.525900000000000000e+04 5.786000000000000000e+03
2.143000000000000000e+03 3.526500000000000000e+04 6.096000000000000000e+03
2.144000000000000000e+03 3.527100000000000000e+04 6.556000000000000000e+03
2.145000000000000000e+03 3.527700000000000000e+04 7.504000000000000000e+03
2.146000000000000000e+03 3.528300000000000000e+04 8.721000000000000000e+03
2.147000000000000000e+03 3.528900000000000000e+04 1.216800000000000000e+04
2.148000000000000000e+03 3.529500000000000000e+04 1.107300000000000000e+04
2.149000000000000000e+03 3.530100000000000000e+04 1.089100000000000000e+04
2.150000000000000000e+03 3.530700000000000000e+04 9.427000000000000000e+03
2.151000000000000000e+03 3.531300000000000000e+04 8.311000000000000000e+03
2.152000000000000000e+03 3.531900000000000000e+04 1.040000000000000000e+04
2.153000000000000000e+03 3.532500000000000000e+04 1.473100000000000000e+04
