Label,Window,Average,Median,Variance,Skewness
Sine,1,0.9999623159365426,0.9999623159365431,1.9741263894419717e-31,1.0
Sine,2,0.9999999999999999,0.9999999999999999,0.0,NaN
Sine,3,0.9999999999999999,0.9999999999999999,0.0,NaN
Sine,4,1.0,1.0,0.0,NaN
Sine,5,1.0,1.0,0.0,NaN
Sine,6,1.0,1.0,0.0,NaN
Sine,7,0.9999999999999999,0.9999999999999999,0.0,NaN
Sine,8,1.0,1.0,0.0,NaN
Sine,9,1.0,1.0,0.0,NaN
Sine,10,1.0,1.0,0.0,NaN
Sine,11,0.9997109811416818,0.9997109811416817,1.2338289934012323e-32,-1.0
Sine,12,0.17589577201338125,0.17589577201338125,0.0,NaN
Sine,13,5.927147661566323e-12,5.927147661566323e-12,0.0,NaN
Sine,14,0.9994674545020732,0.9994674545020724,6.045762067666037e-31,-1.0
Sine,15,1.0,1.0,0.0,NaN
Sine,16,1.0,1.0,0.0,NaN
Sine,17,1.0,1.0,0.0,NaN
Sine,18,1.0,1.0,0.0,NaN
Sine,19,1.0,1.0,0.0,NaN
Sine,20,1.0,1.0,0.0,NaN
Sine,21,1.0,1.0,0.0,NaN
Sine,22,1.0,1.0,0.0,NaN
Sine,23,1.0,1.0,0.0,NaN
Sine,24,0.9959156291096549,0.9959156291096561,1.492933082015491e-30,1.0
Sine,25,0.0,0.0,0.0,NaN
Sine,26,0.5135456266600932,0.5135456266600932,0.0,NaN
Sine,27,1.0,1.0,0.0,NaN
Sine,28,1.0,1.0,0.0,NaN
Sine,29,0.9999999999999999,0.9999999999999999,0.0,NaN
Sine,30,0.9999999999999999,0.9999999999999997,4.935315973604929e-32,-1.0
WhiteNoise,1,0.8950850717001202,0.9999623159365431,0.04514683014144213,-2.4874342928625266
WhiteNoise,2,0.914286312065085,0.9999538007875888,0.03730403004241659,-2.936021936027698
WhiteNoise,3,0.9260354403436559,0.9999433615424765,0.03420594104599049,-3.1267789322040436
WhiteNoise,4,0.9317694975702986,0.9999305634294786,0.026598483075413536,-3.1813811317076004
WhiteNoise,5,0.9228257229846527,0.999914873435178,0.03168038771410875,-2.9100782894444865
WhiteNoise,6,0.9276202595710272,0.9998956381056269,0.031335209753352244,-3.107811729197834
WhiteNoise,7,0.9315798262026048,0.9998720563314176,0.030675466199403284,-3.1529901067084354
WhiteNoise,8,0.9273363212607942,0.9998431459832284,0.03380288103779523,-3.077737744094203
WhiteNoise,9,0.923375967233122,0.9998077030082848,0.030593457563440597,-2.843103794807892
WhiteNoise,10,0.9408697838064868,0.9997642512841953,0.026366130016720665,-3.3345609837540104
WhiteNoise,11,0.919132236095976,0.9997109811416817,0.03894960515545169,-2.852472456451559
WhiteNoise,12,0.9254487693690097,0.9996456739958116,0.03371394310815272,-2.893137527515282
WhiteNoise,13,0.934556624353827,0.9995656099467884,0.029648146663309956,-3.04450490267137
WhiteNoise,14,0.9244376379253247,0.9994674545020724,0.033696087261242735,-2.8204657625224883
WhiteNoise,15,0.9234525660698181,0.9993471197020599,0.03428262820773669,-2.77920793317407
