# Index 	 Time 	 Data
0.000000000000000000e+00 1.135000000000000000e+03 8.288000000000000000e+03
1.000000000000000000e+00 1.155000000000000000e+03 6.922000000000000000e+03
2.000000000000000000e+00 1.175000000000000000e+03 8.666000000000000000e+03
3.000000000000000000e+00 1.195000000000000000e+03 1.327500000000000000e+04
4.000000000000000000e+00 1.214000000000000000e+03 9.308000000000000000e+03
5.000000000000000000e+00 1.234000000000000000e+03 8.382000000000000000e+03
6.000000000000000000e+00 1.254000000000000000e+03 8.481000000000000000e+03
7.000000000000000000e+00 1.274000000000000000e+03 7.488000000000000000e+03
8.000000000000000000e+00 1.294000000000000000e+03 8.311000000000000000e+03
9.000000000000000000e+00 1.314000000000000000e+03 9.249000000000000000e+03
1.000000000000000000e+01 1.334000000000000000e+03 1.333900000000000000e+04
1.100000000000000000e+01 1.354000000000000000e+03 1.145600000000000000e+04
1.200000000000000000e+01 1.374000000000000000e+03 1.061600000000000000e+04
1.300000000000000000e+01 1.394000000000000000e+03 1.101700000000000000e+04
1.400000000000000000e+01 1.414000000000000000e+03 1.408300000000000000e+04
1.500000000000000000e+01 1.434000000000000000e+03 1.444700000000000000e+04
1.600000000000000000e+01 1.454000000000000000e+03 1.273900000000000000e+04
1.700000000000000000e+01 1.474000000000000000e+03 1.451600000000000000e+04
1.800000000000000000e+01 1.494000000000000000e+03 1.436300000000000000e+04
1.900000000000000000e+01 1.514000000000000000e+03 1.554000000000000000e+04
2.000000000000000000e+01 1.534000000000000000e+03 1.521900000000000000e+04
2.100000000000000000e+01 1.554000000000000000e+03 1.615000000000000000e+04
2.200000000000000000e+01 1.573000000000000000e+03 1.369700000000000000e+04
2.300000000000000000e+01 1.592000000000000000e+03 1.663900000000000000e+04
2.400000000000000000e+01 1.611000000000000000e+03 1.650300000000000000e+04
2.500000000000000000e+01 1.630000000000000000e+03 1.796500000000000000e+04
2.600000000000000000e+01 1.649000000000000000e+03 1.625900000000000000e+04
2.700000000000000000e+01 1.668000000000000000e+03 1.592500000000000000e+04
2.800000000000000000e+01 1.687000000000000000e+03 1.395100000000000000e+04
2.900000000000000000e+01 1.706000000000000000e+03 1.324000000000000000e+04
3.000000000000000000e+01 1.725000000000000000e+03 1.146000000000000000e+04
3.100000000000000000e+01 1.744000000000000000e+03 1.119300000000000000e+04
3.200000000000000000e+01 1.763000000000000000e+03 1.020800000000000000e+04
3.300000000000000000e+01 1.782000000000000000e+03 1.052700000000000000e+04
3.400000000000000000e+01 1.801000000000000000e+03 9.779000000000000000e+03
3.500000000000000000e+01 1.820000000000000000e+03 1.231700000000000000e+04
3.600000000000000000e+01 1.839000000000000000e+03 1.385000000000000000e+04
3.700000000000000000e+01 1.858000000000000000e+03 1.339300000000000000e+04
3.800000000000000000e+01 1.877000000000000000e+03 1.260600000000000000e+04
3.900000000000000000e+01 1.896000000000000000e+03 1.269500000000000000e+04
4.000000000000000000e+01 1.915000000000000000e+03 1.401000000000000000e+04
4.100000000000000000e+01 1.934000000000000000e+03 1.290400000000000000e+04
4.200000000000000000e+01 1.952000000000000000e+03 1.848300000000000000e+04
4.300000000000000000e+01 1.971000000000000000e+03 1.788400000000000000e+04
4.400000000000000000e+01 1.990000000000000000e+03 1.862000000000000000e+04
4.500000000000000000e+01 2.009000000000000000e+03 1.562400000000000000e+04
4.600000000000000000e+01 2.028000000000000000e+03 1.543500000000000000e+04
4.700000000000000000e+01 2.047000000000000000e+03 1.385200000000000000e+04
4.800000000000000000e+01 2.066000000000000000e+03 1.175300000000000000e+04
4.900000000000000000e+01 2.085000000000000000e+03 1.124500000000000000e+04
5.000000000000000000e+01 2.104000000000000000e+03 1.193300000000000000e+04
5.100000000000000000e+01 2.123000000000000000e+03 9.623000000000000000e+03
5.200000000000000000e+01 2.142000000000000000e+03 8.567000000000000000e+03
5.300000000000000000e+01 2.161000000000000000e+03 8.437000000000000000e+03
5.400000000000000000e+01 2.180000000000000000e+03 8.228000000000000000e+03
5.500000000000000000e+01 2.199000000000000000e+03 9.567000000000000000e+03
5.600000000000000000e+01 2.218000000000000000e+03 8.879000000000000000e+03
5.700000000000000000e+01 2.237000000000000000e+03 7.656000000000000000e+03
5.800000000000000000e+01 2.256000000000000000e+03 6.761000000000000000e+03
5.900000000000000000e+01 2.275000000000000000e+03 6.178000000000000000e+03
6.000000000000000000e+01 2.294000000000000000e+03 6.043000000000000000e+03
6.100000000000000000e+01 2.313000000000000000e+03 5.594000000000000000e+03
6.200000000000000000e+01 2.332000000000000000e+03 4.432000000000000000e+03
6.300000000000000000e+01 2.351000000000000000e+03 1.000600000000000000e+04
6.400000000000000000e+01 2.369000000000000000e+03 1.497100000000000000e+04
6.500000000000000000e+01 2.388000000000000000e+03 2.778300000000000000e+04
6.600000000000000000e+01 2.407000000000000000e+03 2.704500000000000000e+04
6.700000000000000000e+01 2.426000000000000000e+03 2.472100000000000000e+04
6.800000000000000000e+01 2.445000000000000000e+03 2.464600000000000000e+04
6.900000000000000000e+01 2.464000000000000000e+03 2.596200000000000000e+04
7.000000000000000000e+01 2.483000000000000000e+03 2.389400000000000000e+04
7.100000000000000000e+01 2.502000000000000000e+03 2.350600000000000000e+04
7.200000000000000000e+01 2.521000000000000000e+03 2.065400000000000000e+04
7.300000000000000000e+01 2.540000000000000000e+03 2.002400000000000000e+04
7.400000000000000000e+01 2.559000000000000000e+03 2.218600000000000000e+04
7.500000000000000000e+01 2.578000000000000000e+03 1.911600000000000000e+04
7.600000000000000000e+01 2.597000000000000000e+03 1.643000000000000000e+04
7.700000000000000000e+01 2.616000000000000000e+03 1.689600000000000000e+04
7.800000000000000000e+01 2.635000000000000000e+03 1.590000000000000000e+04
7.900000000000000000e+01 2.654000000000000000e+03 1.565100000000000000e+04
8.000000000000000000e+01 2.673000000000000000e+03 1.477800000000000000e+04
8.100000000000000000e+01 2.692000000000000000e+03 1.416300000000000000e+04
8.200000000000000000e+01 2.711000000000000000e+03 1.408100000000000000e+04
8.300000000000000000e+01 2.730000000000000000e+03 1.423400000000000000e+04
8.400000000000000000e+01 2.749000000000000000e+03 1.259500000000000000e+04
8.500000000000000000e+01 2.768000000000000000e+03 1.170500000000000000e+04
8.600000000000000000e+01 2.786000000000000000e+03 1.170500000000000000e+04
8.700000000000000000e+01 2.805000000000000000e+03 1.320700000000000000e+04
8.800000000000000000e+01 2.824000000000000000e+03 1.270200000000000000e+04
8.900000000000000000e+01 2.843000000000000000e+03 1.424700000000000000e+04
9.000000000000000000e+01 2.862000000000000000e+03 1.229000000000000000e+04
9.100000000000000000e+01 2.881000000000000000e+03 1.221100000000000000e+04
9.200000000000000000e+01 2.900000000000000000e+03 1.081000000000000000e+04
9.300000000000000000e+01 2.919000000000000000e+03 9.229000000000000000e+03
9.400000000000000000e+01 2.938000000000000000e+03 9.127000000000000000e+03
9.500000000000000000e+01 2.957000000000000000e+03 9.595000000000000000e+03
9.600000000000000000e+01 2.976000000000000000e+03 9.277000000000000000e+03
9.700000000000000000e+01 2.995000000000000000e+03 9.214000000000000000e+03
