# Index 	 Time 	 Data
3.815300000000000000e+04 4.067554762352941325e+05 7.677000000000000000e+03
3.815400000000000000e+04 4.067637774117646622e+05 7.193000000000000000e+03
3.815500000000000000e+04 4.067723491764705977e+05 7.598000000000000000e+03
3.815600000000000000e+04 4.067814762352941325e+05 8.649000000000000000e+03
3.815700000000000000e+04 4.067897774117647205e+05 8.313000000000000000e+03
3.815800000000000000e+04 4.067983491764705977e+05 8.038000000000000000e+03
3.815900000000000000e+04 4.068073999999999651e+05 7.803000000000000000e+03
3.816000000000000000e+04 4.068164762352940743e+05 1.030400000000000000e+04
3.816100000000000000e+04 4.068247774117646622e+05 9.490000000000000000e+03
3.816200000000000000e+04 4.068333491764705977e+05 8.923000000000000000e+03
3.816300000000000000e+04 4.068424762352941325e+05 8.719000000000000000e+03
3.816400000000000000e+04 4.068507774117647205e+05 8.378000000000000000e+03
3.816500000000000000e+04 4.068593491764705977e+05 6.989000000000000000e+03
3.816600000000000000e+04 4.068684762352941325e+05 9.323000000000000000e+03
3.816700000000000000e+04 4.068767774117646622e+05 7.933000000000000000e+03
3.816800000000000000e+04 4.068853491764705977e+05 7.247000000000000000e+03
3.816900000000000000e+04 4.068944000000000233e+05 7.551000000000000000e+03
3.817000000000000000e+04 4.069034762352941907e+05 7.035000000000000000e+03
3.817100000000000000e+04 4.069117774117647205e+05 7.300000000000000000e+03
3.817200000000000000e+04 4.069203491764705977e+05 6.843000000000000000e+03
3.817300000000000000e+04 4.069294762352940743e+05 5.947000000000000000e+03
3.817400000000000000e+04 4.069377774117646622e+05 6.234000000000000000e+03
3.817500000000000000e+04 4.069463491764706559e+05 8.313000000000000000e+03
3.817600000000000000e+04 4.069554000000000233e+05 9.475000000000000000e+03
3.817700000000000000e+04 4.069644762352941325e+05 9.313000000000000000e+03
3.817800000000000000e+04 4.069727774117647205e+05 8.636000000000000000e+03
3.817900000000000000e+04 4.069813491764705977e+05 8.478000000000000000e+03
3.818000000000000000e+04 4.069904762352940743e+05 7.490000000000000000e+03
3.818100000000000000e+04 4.069987774117647205e+05 7.499000000000000000e+03
3.818200000000000000e+04 4.070073491764706559e+05 5.510000000000000000e+03
3.818300000000000000e+04 4.070164762352941325e+05 5.027000000000000000e+03
3.818400000000000000e+04 4.070247774117647205e+05 4.847000000000000000e+03
3.818500000000000000e+04 4.070333491764705977e+05 8.897000000000000000e+03
3.818600000000000000e+04 4.070423999999999651e+05 8.350000000000000000e+03
3.818700000000000000e+04 4.070514762352940743e+05 8.080000000000000000e+03
3.818800000000000000e+04 4.070597774117647205e+05 1.037700000000000000e+04
3.818900000000000000e+04 4.070683491764706559e+05 9.820000000000000000e+03
3.819000000000000000e+04 4.070774762352941325e+05 9.199000000000000000e+03
3.819100000000000000e+04 4.070857774117647205e+05 8.251000000000000000e+03
3.819200000000000000e+04 4.070943491764705977e+05 7.980000000000000000e+03
3.819300000000000000e+04 4.071034762352940743e+05 7.383000000000000000e+03
3.819400000000000000e+04 4.071117774117647205e+05 8.361000000000000000e+03
3.819500000000000000e+04 4.071203491764706559e+05 7.426000000000000000e+03
3.819600000000000000e+04 4.071294000000000233e+05 6.416000000000000000e+03
3.819700000000000000e+04 4.071384762352941325e+05 6.693000000000000000e+03
3.819800000000000000e+04 4.071467774117646622e+05 6.896000000000000000e+03
3.819900000000000000e+04 4.071553491764705977e+05 7.076000000000000000e+03
3.820000000000000000e+04 4.071644762352941325e+05 7.039000000000000000e+03
3.820100000000000000e+04 4.071727774117647205e+05 6.830000000000000000e+03
3.820200000000000000e+04 4.071813491764705977e+05 6.935000000000000000e+03
3.820300000000000000e+04 4.071904762352941325e+05 7.012000000000000000e+03
3.820400000000000000e+04 4.071987774117646622e+05 6.901000000000000000e+03
3.820500000000000000e+04 4.072073491764705977e+05 7.822000000000000000e+03
3.820600000000000000e+04 4.072164000000000233e+05 8.088000000000000000e+03
3.820700000000000000e+04 4.072254762352941907e+05 6.635000000000000000e+03
3.820800000000000000e+04 4.072337774117647205e+05 7.325000000000000000e+03
3.820900000000000000e+04 4.072423491764705977e+05 7.719000000000000000e+03
3.821000000000000000e+04 4.072514762352940743e+05 8.333000000000000000e+03
3.821100000000000000e+04 4.072597774117646622e+05 8.248000000000000000e+03
3.821200000000000000e+04 4.072683491764705977e+05 8.137000000000000000e+03
3.821300000000000000e+04 4.072774000000000233e+05 7.492000000000000000e+03
3.821400000000000000e+04 4.072864762352941907e+05 7.658000000000000000e+03
3.821500000000000000e+04 4.072947774117647205e+05 7.230000000000000000e+03
3.821600000000000000e+04 4.073033491764705977e+05 7.614000000000000000e+03
3.821700000000000000e+04 4.073123999999999651e+05 7.362000000000000000e+03
3.821800000000000000e+04 4.073214762352940743e+05 7.516000000000000000e+03
3.821900000000000000e+04 4.073297774117647205e+05 7.522000000000000000e+03
3.822000000000000000e+04 4.073383491764706559e+05 7.233000000000000000e+03
3.822100000000000000e+04 4.073474000000000233e+05 8.092000000000000000e+03
3.822200000000000000e+04 4.073563999999999651e+05 9.033000000000000000e+03
3.822300000000000000e+04 4.073654762352940743e+05 9.753000000000000000e+03
3.822400000000000000e+04 4.073737774117646622e+05 9.543000000000000000e+03
3.822500000000000000e+04 4.073823491764706559e+05 8.349000000000000000e+03
3.822600000000000000e+04 4.073914000000000233e+05 8.200000000000000000e+03
3.822700000000000000e+04 4.074004762352941325e+05 8.253000000000000000e+03
3.822800000000000000e+04 4.074087774117647205e+05 8.194000000000000000e+03
3.822900000000000000e+04 4.074173491764705977e+05 6.692000000000000000e+03
3.823000000000000000e+04 4.074263999999999651e+05 6.558000000000000000e+03
3.823100000000000000e+04 4.074354000000000233e+05 7.395000000000000000e+03
3.823200000000000000e+04 4.074444762352941907e+05 8.554000000000000000e+03
3.823300000000000000e+04 4.074527774117647205e+05 8.536000000000000000e+03
3.823400000000000000e+04 4.074613491764705977e+05 7.820000000000000000e+03
3.823500000000000000e+04 4.074703999999999651e+05 7.538000000000000000e+03
3.823600000000000000e+04 4.074794762352940743e+05 7.469000000000000000e+03
3.823700000000000000e+04 4.074877774117646622e+05 8.058000000000000000e+03
3.823800000000000000e+04 4.074963491764706559e+05 7.535000000000000000e+03
3.823900000000000000e+04 4.075054000000000233e+05 7.198000000000000000e+03
3.824000000000000000e+04 4.075144000000000233e+05 7.947000000000000000e+03
3.824100000000000000e+04 4.075234762352941325e+05 7.284000000000000000e+03
3.824200000000000000e+04 4.075317774117646622e+05 6.788000000000000000e+03
3.824300000000000000e+04 4.075403491764705977e+05 7.064000000000000000e+03
3.824400000000000000e+04 4.075494000000000233e+05 7.092000000000000000e+03
3.824500000000000000e+04 4.075584762352941907e+05 7.319000000000000000e+03
3.824600000000000000e+04 4.075667774117647205e+05 4.845000000000000000e+03
3.824700000000000000e+04 4.075753491764705977e+05 3.997000000000000000e+03
3.824800000000000000e+04 4.075843999999999651e+05 4.545000000000000000e+03
3.824900000000000000e+04 4.075933999999999651e+05 4.664000000000000000e+03
3.825000000000000000e+04 4.076024762352941325e+05 5.070000000000000000e+03
3.825100000000000000e+04 4.076107774117647205e+05 5.843000000000000000e+03
